stop_name,latitude,longitude
Korangi No. 6,24.8206928,67.1403735
Korangi No.1,24.8268189,67.1298134
Korangi No.13,24.8206928,67.1403735
Korangi No.14,24.8206928,67.1403735
Korangi No.2 1/2,24.8239193,67.1362753
Korangi No.4,24.8206928,67.1403735
Korangi No.6,24.8206928,67.1403735
Korangi No.7,24.8206928,67.1403735
Korangi No.8,24.8206928,67.1403735
Korangi Road,24.8561209,67.0510981
Korangi no. 1,24.8268189,67.1298134
Korangi no. 5,24.8206928,67.1403735
Korangi no. 6,24.8206928,67.1403735
Kothri Parade,,
Kudadad Colony,,
Kutchery Road,24.8551107,67.0099638
LPG Plant,24.8055977,67.1216246
Labour Campus,24.9048489,66.9857291
Labour Quaters,,
Labour Sqaure,,
Labour Square,24.9043422,66.9835094
Labour square,24.9043422,66.9835094
Lae Market,,
Lal Kothi,24.8621502,67.0690638
Lal Market,24.856845,67.0165721
Lal Market 5-F,,
Lal Market New Karachi,,
Lal Masjid,24.8942379,67.1909198
Lalabad,24.824186,67.2091981
Laltain Factory,,
Lalukhat,,
Lalukhet,24.9159121,67.0510731
Lalukhet No. 10,24.9159121,67.0510731
Landhi,24.8508469,67.211895
Landhi 3-1/2,24.8351918,67.1774095
Landhi 89,24.8351918,67.1774095
Landhi Children Jail,,
Landhi Chiragh Hotel,24.8370005,67.1801744
Landhi Industrial Area,24.8429607,67.206879
Landhi K-Area,24.8520926,67.1864717
Landhi No 1,24.8351918,67.1774095
Landhi No 5,24.8351918,67.1774095
Landhi No. 1,24.8351918,67.1774095
Landhi No. 2,24.8351918,67.1774095
Landhi No. 3,24.8351918,67.1774095
Landhi No. 3 1/2,,
Landhi No. 4,24.8351918,67.1774095
Landhi No. 5,24.8351918,67.1774095
Landhi No. 6,24.8351918,67.1774095
Landhi No.1,24.8351918,67.1774095
Landhi No.4,24.8351918,67.1774095
Landhi No.6,24.8351918,67.1774095
Landhi No.6 to No.1,,
Landhi Petrol Pump,,
Landhi kotal,,
Landhi no. 3,24.8351918,67.1774095
Landhi no. 6,24.8351918,67.1774095
Landi No. 1,24.9369527,67.0552788
Landi No. 2,24.9369527,67.0552788
Landi No. 3,24.9369527,67.0552788
Landi No. 4,24.9369527,67.0552788
Landi No. 5,24.9369527,67.0552788
Landi No. 6,24.9369527,67.0552788
Lasbela,24.8858107,67.032284
Lasbela Chowk,24.8857871,67.0345011
Lasbela House,,
Lasbella,24.8857788,67.0344599
Lasbella Chowk,24.8873763,67.0329181
Lashari Village,,
Lawrance Road,24.8796477,67.0328307
Lawrence Road,24.879247,67.0329694
Lea Market,24.8605886,67.0003087
Lee Market,24.8597993,67.0158198
Leemu Goth,,
Lesbella,,
Liaquat Abad No. 10,24.9233578,67.0680278
Liaquat Hospital,24.893116,67.0684484
Liaquat Market,24.8931455,67.194631
Liaquat Medical Hospital,24.8904754,67.0676323
Liaquat No. 10,24.8668056,67.0477013
Liaquat hospital,24.893116,67.0684484
Liaquatabad,24.9029771,67.0386279
Liaquatabad No 10,24.9029771,67.0386279
Liaquatabad No. 10,24.9029771,67.0386279
Liaquatabad No. 16,24.9029771,67.0386279
Liaquatabad No. 4,24.9029771,67.0386279
Liaquatabad No.10,24.9029771,67.0386279
Liaquatabad Post Office,24.8984217,67.0311552
Light House,24.7939698,66.9775751
Light house,24.7939698,66.9775751
Lilly Road,,
Liqautabad,,
Long Lehar,,
Luck Star Hotel,,
Lucky Star,24.8602064,67.207863
Lucky Star Hotel,24.9243407,67.0645066
Lucky star,24.8602064,67.207863
Lucky star(Asghar shaheed Road),,
Luxury Appartments Habibia Chowk,,
Lyari Hospital,24.8722653,66.9852875
M.A,24.9322287,67.0697087
M.A Ghazi,24.9215198,66.9676745
M.A Jinnah,24.8513287,67.0017386
M.A Jinnah Raod,,
M.A Jinnah Road,24.8468593,66.9934587
M.A JinnahRoad,,
M.A jinnah Road,24.8468593,66.9934587
M.A.Jinnah Road,24.8468631,66.9936565
M.AJinnah Road,,
M.E.S,24.8452044,66.9962612
M.P.R Colony,,
M.R Kiyan Road,,
M.R Kiyani Road,,
M.T Khan Road,24.8434525,67.0071715
M.W Tower,,
M.W tower,,
MAzar-e-Quaid,24.8746966,67.0393217
Ma,24.8546842,67.0207055
Machine Tool Factory,24.8394175,67.2532666
Madina Colony,24.8820226,67.0219999
Madina Colony No 5,24.8820226,67.0219999
Madni Goth,24.8809448,67.0596674
Madrassa-e-Anwarul Uloom,,
Mahmood Abad No. 6,,
Mahmoodabad,24.9005005,67.0292892
Mahmoodabad No. 6,24.9005005,67.0292892
Mahtab Cinema,,
Mai Colachi Road,,
Mai Kalachi Road,24.9220191,66.9632498
Mai Kolachi Road,24.8282256,67.0201655
Main Clifton,24.8279383,67.0336985
Main Clifton Road,24.8279383,67.0336985
Mair 15,,
Maison Road,,
Majeed Colony Sec No. 2,,
Makki Masjid,24.9803196,67.2151913
Malir,24.8773046,67.1902424
Malir 15,24.8790242,67.1882644
Malir Cantt,24.9519357,67.2262313
Malir Chowk,24.8467895,67.2133591
Malir City,24.8791896,67.1881033
Malir City No. 15,24.8791896,67.1881033
Malir City Petrol Pump,,
Malir Halt,24.8844268,67.1745528
Malir Mandir,24.8754713,67.1933307
Malir No. 15,24.8959185,67.1969187
Malir No.15,24.8959185,67.1969187
Malir Road,24.8586011,67.034936
Malir Scheme No. 1,24.8800518,67.4007813
Malir Tanki,,
Malir city,24.8791896,67.1881033
Malir malt,,
MalirCity,,
Malook Hotel,,
Manghopir,24.9956895,67.0311233
Manghopir Road,24.9229183,67.0147958
Manghopir mazar,,
Manghopir police Station,24.9847442,67.0386799
Mangopir,24.9612349,67.0305112
Manhgopir Road,,
Mansehra,24.8574063,67.1871262
Mansehra Colony,24.8574063,67.1871262
Manserah Colony,,
Mansfelf Street,,
Mansfield,24.860307,67.0319283
Mansfield Street,24.8648308,67.0294183
Mansfield street,24.8648308,67.0294183
Mansoor Nagar,24.9686693,66.9824209
Mansoor nagar,24.9686693,66.9824209
Manzil Pump,,
Manzoor Colony,24.84588,67.0873347
Mari Pur,,
Maria Hill Luxury Appartments,,
Maria Hill View,,
Marine Road,24.8273231,67.0364311
Maripur,24.8829386,66.9129303
Market,24.8175861,67.0044012
Market 6,24.8175861,67.0044012
Market No 6,24.8175861,67.0044012
Market No. 6,24.8175861,67.0044012
Maroon Mill,,
Maroora Goth,,
Maror Goth,,
Marriet Road,,
Martin Road,24.8909713,67.0491491
Masan Road,,
Masid-e-Khizra,,
Masjid Abrar,24.9098077,67.0791593
Masjid Adamjee Nagar,,
Masjid-e- khizra,24.8782446,67.1476136
Masjid-e-Khizra,24.8782446,67.1476136
Masjid-e-Khizran,,
Masjid-e-Quba,24.9135449,66.9553604
Masjid-e-Usman,24.8002057,67.0339936
Masjid-e-khizra,24.8782446,67.1476136
Maskan,24.9341008,67.1026719
Mason Road,24.8214766,66.9787162
Masroor Colony,24.8945612,66.945057
Match Factory,,
Mauri Pur,,
Mauripur,24.8795902,66.9114511
Mauripur Road,24.8675298,66.9415074
Mauripur Truck Adda,,
Mauripur Village,,
Mawach Colony,,
Maymar Complex,,
Maymar Plaza,,
Maymar Town,25.0223271,67.1345412
Maymarabad,25.016421,67.0620272
Mazar Abdullah Ghazi,,
Mazar Abdullah Shah Ghazi,,
Mazar quaid-e-azam,24.8746966,67.0393217
Mazar-e-Quaid,24.8746966,67.0393217
Mcleod Road,24.8491113,67.0012571
Meesa Goth,,
Meesa lane,,
Mehata palace,,
Mehmodabad,24.8569279,67.075817
Mehmodabad No.6,,
Mehmoodabad,24.8507777,67.07301
Mehmoodabad Gate,,
Mehmoodabad No. 5,24.8507777,67.07301
Mehmoodabad No. 6,24.8507777,67.07301
Mehmoodabad No. 6. New Split Level Road,,
Mehran Depot,,
Mehran Hotel,24.8517571,67.0339393
Memom Goth,24.8810654,67.0505027
Memon Goth,24.9203449,67.2516126
Memon Mullah Issa Goth,,
Memon Society,24.86872,67.0745322
Memon goth,24.9203449,67.2516126
Mereweather Tower,,
Meshang Road,,
Metriville,,
Metro,24.8877573,67.1521101
Metro Cinema,24.9358484,67.0094257
Metrologecal Department,,
Metrological Office,,
Metropo,,
Metropol,,
Metropole hotel,24.8504651,67.0301733
Metropolitan Steel Corporation,,
Metroville,24.9307539,66.9979069
Metroville 2,24.9307539,66.9979069
Metroville 3,24.9441206,67.1034363
Metroville-III,24.9467604,67.1018526
Mian Wali Colony,,
Mian dad goth,,
Mianwali,24.8627627,66.9894506
Mianwali Colony,,
Mid East Hospital,,
Mill Area,24.9378924,67.0854602
Millat Town,24.87216,67.1705412
Mills Area,24.883276,67.0656927
Mir Karam Ali Talpur Road,24.8614783,67.0301625
Mir Karim Ali Talpur Road,,
Mir Kran Ali Talpur Road,,
Mir karam Ali Talpur Road,24.8614783,67.0301625
Mir karam ali talpur Road,24.8614783,67.0301625
Mir naka,,
Mira Naka,,
Mira adam Khan Road,,
Mira naka,,
Miran Naka,24.8794843,66.9956482
Mirza Adam Khan Road,24.8801665,66.9996725
Mirza adam khan Road,24.8801665,66.9996725
Moach Goth,24.9232517,66.9467442
Moach goth,24.9232517,66.9467442
Moch Goth,24.9345201,66.9449538
Model Colony,24.9068326,67.1894182
Model Colony Malir Halt,,
Model Village,24.8911762,67.2047253
Moenabad,,
Mohabbat khanji Road,,
Mohajir Camp,24.9149461,66.9727647
Mohajir Camp No. 19-D,,
Mohajir Camp No. 7,,
Mohajir Camp No. 8,,
Mohajir Camp No.4,,
Mohajir Camp No.7,,
Mohajir camp,24.9149461,66.9727647
Mohajir camp 7-1/2,,
Mohajir camp No 7-1/2,,
Mohammad Khan Colony,24.9449869,66.9660721
Mohammad Khan Goth,24.9883869,67.1045801
Mohammad Murad Gokhia Goth,,
Mohammad bin qasim Road,,
Mohammad khan goth,24.9883869,67.1045801
Mohan Road,24.85817,67.0184369
Molvi Tameez-uddin Road,,
Mominabad,24.9304645,66.9917469
Moosa Colony,24.92013,67.0489994
Moosa Hotel,,
Moosa Lane,24.857097,66.9973048
Moria Faqir Goth,,
Mosa Lane,,
Mosamiat,24.9360112,67.1376597
Moti Mahal,24.8838039,67.0672128
Moti Mahal No. 1,,
Moti Mehal,,
Motti Mahal,,
Mouch Goth,,
Mouchi Mor No 5,,
Mouchi Mour,,
MuBarak Masjid,24.7953957,67.0433229
MuBarak Shaheed Road,24.8627489,67.0350723
Muderwah,,
Muhajir Camp,24.9075095,66.9638897
Muhajir Camp No. 4,24.9075095,66.9638897
Muhajir Camp No. 5,24.9075095,66.9638897
Muhajir Camp No.7,24.9075095,66.9638897
Muhammad Ali Chowk,,
Muhammadi Chowk,24.9208798,67.0211951
Mulla Issa,,
Mullah Issa Goth,,
Municipal Dispensary,,
Murad Memon Goth,,
Murghee Khana,,
Murshid Bazar,24.8597762,67.0299137
Murtaza Chowrangi,,
Muscut Industries,,
Muslim League Quarters,,
Muslimabad,24.8777203,67.0497813
Mustafabad Colony,,
Muzafarabad,24.9375995,67.0395232
Muzafarabad Chowrangi,,
Muzaffarabad Colony,24.8291934,67.2298522
Muzaffarbad Colony,,
Myrghi Khana,,
N.I.P.A,24.889122,67.1492879
N.I.P.A Chowrangi,,
N.S.C Building,,
NSC Building,,
Na Abadi,24.9113446,67.0943695
Nabbu Goth,,
Nadi Kinara,24.9105481,67.2243149
Nafees Cinema,24.8898446,67.1988458
Nagan Chowrangi,24.9650421,67.0668664
Nagin Chowrangi,,
Nagina cinema,,
Nai Abadi,24.9170133,66.9626852
Nai Abadi 5-D-1,24.9170133,66.9626852
Nai Abadi 5-D-4,24.9170133,66.9626852
Naiabadi,,
Naibadi. Manghopir Road,,
Nairang,,
Nala,24.8979844,67.0392275
Nala No 1,,
Napier Police Station,24.8614463,67.0007758
Napier Road,24.8553326,67.0044976
Naseerabad,24.9326064,67.0741284
Nasir Colony,24.8215066,67.1277953
Nasirabad,24.9935388,67.0771572
Nata Khan,24.8835251,67.1365798
Natha Khan Goth,24.8848113,67.1361423
Natha khan Goth,24.8848113,67.1361423
NathaKhan Goth,,
National Cement,24.9092952,67.1052711
National Cement Factory,,
National Highway,24.8652998,67.2043699
National Motors,24.8544884,67.2431689
National Museum,24.8527106,67.0176137
National Stadium,24.8952212,67.0816725
National Stadium Road,24.8952212,67.0816725
National Super Highway,,
National cement Ffactory,,
National highway,24.8600584,67.2755951
National stadium,24.8952212,67.0816725
Native jetty,,
Naval Colony,24.9467025,66.9382883
Naval Colony( Hub River Road),,
Naval Quaters,,
Nazimabad,24.905865,67.0307183
Nazimabad Board,24.9244948,67.0321749
Nazimabad Chowrangi,24.9009011,67.0299146
Nazimabad Chowrangi 1,24.9009011,67.0299146
Nazimabad Chowrangi 2,,
Nazimabad Chowrangi No 1,,
Nazimabad Chowrangi No. 1,,
Nazimabad No 2,24.905865,67.0307183
Nazimabad No 7,24.905865,67.0307183
Nazimabad No. 1,24.905865,67.0307183
Nazimabad No. 2,24.905865,67.0307183
Nazimabad No. 3,24.905865,67.0307183
Nazimabad No. 4,24.905865,67.0307183
Nazimabad No. 6,24.905865,67.0307183
Nazimabad No. 7,24.905865,67.0307183
Nazimabad No.1,24.905865,67.0307183
Nazimabad No.2,24.905865,67.0307183
Nazimabad Petrol Pump,24.9361437,67.0758445
Nazimabad Post Office,24.9076797,67.0261462
Nazimabd,24.9065266,67.0326401
Nazrul Islam Road,24.8724393,67.0512581
Netti Jatti,,
New Abadi,24.923704,66.9685215
New Abadi Sector 5-D,,
New Abadi Sector 5-F Area,,
New Bridge Baloch Colony,,
New BundChowrangi,,
New Dhoraji Colony,24.8893295,67.0777183
New Karachi,24.9725357,67.0669523
New Karachi 5-D,24.9725357,67.0669523
New Karachi 5-F Allahwala Masjid,,
New Karachi Block 5-F,,
New Karachi Nai Abadi,24.9135612,66.9718017
New Karachi No 1,24.9725357,67.0669523
New Karachi No 3,24.9725357,67.0669523
New Karachi No. 1,24.9725357,67.0669523
New Karachi No. 2,24.9725357,67.0669523
New Karachi No. 3,24.9725357,67.0669523
New Karachi No. 5,24.9725357,67.0669523
New Karachi Sector 11-J,24.9879575,67.0651236
New Karachi Sector 5,25.007286,67.0768994
New Karachi Sector 5-D,25.007286,67.0768994
New Karachi Sector 5-E,24.9919091,67.0709951
New Karachi Sector II-C,,
New Karachi Sector No. 5-B,,
New Karachi Sector No. 5-C,24.8363849,67.1425897
New Karachi allahwala masjid,,
New KarachiSector II-E Area,,
New Karahci Saindad Goth,,
New Kenker,,
New Link Road,24.9454565,67.1602173
New M.A Jinnah Road,24.8660413,67.0374894
New Muzafarabad,24.9375995,67.0395232
New Muzaffarabad Colony,24.8256515,67.2249258
New Queens way,,
New Race Course,,
New Sabzi Mandi,,
New Saeedabad Police Training School,,
New Sultanabad,24.9755077,67.0151814
New Town,24.9948533,67.0642997
New Town Chowrangi,24.9253629,67.0924054
New Town Masjid,24.9312719,66.9860983
New Town Mosque,,
New Town Police Station,24.8888121,67.0604742
New sabzi mandi B-10,,
Nigar Cinema,24.8579291,67.0033704
Nihal Hospital,,
Nishan- e-Hyder Road No. 5,,
Nishtar Road,24.8883645,67.0343589
Nishter Road,24.8885837,67.0330235
Nizamabad PetrolPump,,
No.10,24.8546842,67.0207055
No.4,24.8546842,67.0207055
Nomaish,,
Noor masjid,24.8658118,67.0179862
Noorani Masjid,24.9428381,66.9635943
Noorani Masjid Block 20 Fedral B. Area,,
North Karachi,24.9439091,67.0846314
North Karachi 5-E,24.9879575,67.0651236
North Karachi Nai Abadi Kala School,,
North Karachi Sector 2,25.0024748,67.0523143
North Karachi Sector 3,24.9965035,67.0530948
North Karachi Sector 4,24.9884769,67.0534716
North Karachi Sector 5,24.9963385,67.0698599
North Karachi Sector 5-A,24.9879575,67.0651236
North Karachi Sector 5-B,24.9963385,67.0698599
North Karachi Sector No. 2,24.977526,67.0890925
North Karachi Sector No. 5-I,,
North Nazimabad,24.9424616,67.0477185
North Nazimabad Block M,24.9450699,67.0569223
Numaish,24.8720773,67.0341289
Nursary,24.9023013,67.0510113
Nursery,24.9163873,67.1224255
Nursey,,
Nusery,,
Nusrat Bhutto Colony,24.9627879,67.0460277
Nusrat Buttho Colony,,
Nusrat bhutto Colony,24.9624416,67.047952
Oil Piri Road,,
Ojha Road,24.8592615,67.016528
Old Exhibition,,
Old Goli Maar,,
Old Golimar,24.8887634,67.0195127
Old Haji Camp,24.8440461,67.0377769
Old Haji Camp Road,,
Old Nomaish,,
Old Numaish,,
Old Thana,,
Old exhibition,,
Old golimar,24.8887634,67.0195127
OldExhibition,,
Orang Town No. 5,,
Orangi No 1,24.9461056,67.0128813
Orangi No 10,24.9461056,67.0128813
Orangi No 13,24.9461056,67.0128813
Orangi No 14,24.9461056,67.0128813
Orangi No 4,24.9461056,67.0128813
Orangi No 5,24.9461056,67.0128813
Orangi No 8-1/2,,
Orangi No. 1,24.9461056,67.0128813
Orangi No. 10,24.9461056,67.0128813
Orangi No. 11 1/2,24.9755911,67.0151485
Orangi No. 12,24.9461056,67.0128813
Orangi No. 13,24.9461056,67.0128813
Orangi No. 14,24.9461056,67.0128813
Orangi No. 16,24.9461056,67.0128813
Orangi No. 4,24.9461056,67.0128813
Orangi No. 5,24.9461056,67.0128813
Orangi No. 6,24.9461056,67.0128813
Orangi No. 7,24.9461056,67.0128813
Orangi No. 8,24.9461056,67.0128813
Orangi No.1,24.9461056,67.0128813
Orangi No.13,24.9461056,67.0128813
Orangi No.14,24.9461056,67.0128813
Orangi No.7,24.9461056,67.0128813
Orangi No.8,24.9461056,67.0128813
Orangi Sector No. 1,24.9568933,66.9961301
Orangi Sector No. 13,24.9513274,66.9978213
Orangi Sector No. 14,24.9329456,66.9988308
Orangi Sector No. 5,24.9513274,66.9978213
Orangi Sector No. 7,24.9568933,66.9961301
Orangi Town,24.9461056,67.0128813
Orangi Town No 13,24.9461056,67.0128813
Orangi Town No 14,24.9461056,67.0128813
Orangi Town No. 1,24.9461056,67.0128813
Orangi Town No. 12,24.9461056,67.0128813
Orangi Town No. 13,24.9461056,67.0128813
Orangi Town No. 14,24.9461056,67.0128813
Orangi Town No. 4,24.9461056,67.0128813
Orangi Town No. 5,24.9461056,67.0128813
Orangi Town No. 6,24.9461056,67.0128813
Orangi Town No. 7,24.9461056,67.0128813
Orangi Town No. 8,24.9461056,67.0128813
Orangi Town No.14,24.9461056,67.0128813
Orangi Township,,
Orangi Township No. 10,,
P.A.F,24.889122,67.1492879
P.A.F Airport,,
P.A.F Masroor,,
P.A.F Stop Gate,,
P.A.T Colony,24.8274298,67.0478984
P.E.C.H.S,,
P.E.C.H.S society bus stop,,
P.I.B Colony,24.8929141,67.0578583
P.I.D.C,,
P.I.D.C House,24.8462181,67.0249339
P.M.T.F Colony,,
P.N.S.C Building,,
P.O sindhi hotel,,
P.S Khuwaja Ajmer Nagri,,
PAF,24.793749,67.1355977
PAF Masroor,24.8945612,66.945057
PIB Colony,24.8946548,67.053012
PIDC,,
PIDC House,,
PMTF Colony,,
PMTF Quaidabad,,
PNS Shifa,24.8377751,67.0490542
PNSC Building,24.8442942,66.9929471
Pahalwan Goth,,
Pahar Gang,,
Pahar Gang Abdullah College,,
Pahar Ganj,24.941144,67.0272792
Pahar ganj,24.941144,67.0272792
Pahlwan Goth,,
Pahlwan Goth Old Area,,
Pak Quarters,24.8867307,67.0519096
Pakistan Chowk,24.8541602,67.0123583
Pakistan Colony,24.960993,66.9857873
Pakistan Quarters,24.8822836,67.0241399
Pakistan Steel Mills,24.805247,67.3465824
Pakistan quaters,,
Panka Hotel,,
Pankha hotel,24.8839157,66.9925867
Paposh,24.9243522,67.0199057
Paposh Nagar,24.9243522,67.0199057
Paposh Petrol Pump,,
Paposh nagar,24.9243522,67.0199057
Paracha Mill,24.8869556,66.9796912
Pareshan Chowk,,
Patel Para,24.8810081,67.038289
Pathan Colony,24.9297723,67.0110312
Peela School,24.9061393,67.0241802
Peer sarhandi Village,,
Pehalwan Goth,24.8792289,67.0386817
Peoples Chowrangi,,
Peoples Colony,24.9447964,67.0657815
Petrol Pump,,
Petrol Pump Chowrangi,24.9285936,67.1140333
Petrol Pump Golimar,,
Petrol Pump Nazimabad No. 2,,
Philips Company,,
Picadilly,,
Pipri,24.8579116,67.3122946
Pir Bokhari,,
Pir Colony,24.874476,67.0473078
Pir Illahi Bux Colony,,
Pir Sahib Goth,,
Pirani Centre,,
Plaza,24.847644,67.0003498
Plaza Cinema,,
Poeples Colony,,
Police Chowki,24.9584955,66.9815362
Police Station,24.923289,67.1474984
Police Training School,,
Polictechnic College,,
Politechnical,,
Polytechnic,24.8407491,67.1935678
Polytechnic college,24.9264278,67.0288682
Post Office,24.8611085,67.0169416
Postoffice,,
Power House,24.9510446,67.0750685
Power House Road,24.9510446,67.0750685
Power house,24.9857105,67.0656828
Preedt Street,,
Preedy Station,24.861877,67.0216111
Preedy Street,24.8618265,67.022396
Preedy street,24.8618265,67.022396
Prehmat Chowk,,
Pretam das Road,,
Prince Street,24.8780788,67.0274742
Punjab Chowrangi,,
Punjab Colony,24.830219,67.0466072
Punjabi Club,,
Purana Golimar,,
Purana Truck Stand,,
Purana golimar garden,,
Purani Golimar,,
Purani Numaish,,
Purani haji camp,,
Purani numaish,,
Purran Hagi Camp,,
Pushtoonabad,,
Qabail Chowk,,
Qabrustan,24.9452917,67.1086091
Qadafi Chowk,,
Qalandari Chowk,,
Qalandaria Chowk,24.9595578,67.0500548
Qalandri Chowk,,
Qalandria Chowk,,
Qamar House,,
Qamar house,,
Qasba Colony,24.9421426,67.0237121
Qasba Mour,,
Qasba mor,24.9390864,67.0192293
Qasim Ali Shah,24.925733,66.938856
Qater hospital,,
Qattar Hospital,,
Qauidabad,,
Qayumabad,24.82743,67.0785584
Qayyum Abad,24.8250587,67.080973
Qayyumabad,24.829419,67.080768
Qazafi Town,24.849501,67.225506
Qazzafi Town,24.8225939,67.0459641
Quaid-e-Azam Colony,,
Quaid-e-azam society,,
Quaidabad,24.8551282,67.2117445
Quaidabad Railway Station,,
Quaters,24.8651143,67.0220967
Quetta Lane,24.9136705,67.1206804
Qureshi hotel,24.9660172,67.0673942
Quyumabad,,
Quyumabad Chowk,,
Qyub Manzil,,
R.C.D Highway,,
R.T.A Office,,
Rabi City,,
Rabia City,24.9083967,67.130701
Raca course,,
Race course,24.8372252,67.0414493
Radio pakistan,24.8602855,67.0184288
Raees Amrohi Colony,24.9609285,66.9743851
Rafi Bunglows,,
Rafiq Shaheed Road,,
Rafique Shaheed Road,24.8547322,67.0389388
Rahimabad,24.8228509,67.153982
Rahmat Chowk,,
Rahri Goth,,
Railway Phatak,,
Railway Stadium,,
Rais Amrohvi Colony,,
Raja Ghazanfar Ali Road,24.8608418,67.0283849
Ram Swami,,
Ramswami,24.8686581,67.0151187
Ranchore,24.8627133,67.0139922
Ranchore Lane,24.8732236,67.0139419
Ranchore line,24.8647589,67.0233135
Ranchore lines,24.8627133,67.0139922
Ranchori line,,
Rashd Minhas Road,24.9271401,67.0906129
Rasheed Textile Mills,,
Rasheed Turabi Road,24.9259883,67.0484889
Rasheedabad,24.9046171,66.9718418
Rashid Minhas,24.9233205,67.0920458
Rashid Minhas Road,24.9093985,67.1077405
Rashid minhas Road,24.9093985,67.1077405
Rashidabad,,
Rashidabad No 2,,
Ravechand Road,,
Razakabad,,
Razi B.B Member Goth,,
Raziqabad,,
Regal,24.860555,67.02475
Regal Chowk,24.8604633,67.0244318
Regal Cinema,,
Regent Plaza,24.8548693,67.0401855
Rehmania Town,24.8844173,67.1598842
Rehri,24.8158871,67.2281223
Rehri Goth,24.8158871,67.2281223
Rehri Road,24.8262605,67.2247636
Reta Plot,24.8866974,67.1464556
Rexer Lines,,
Royal Stop,,
Rubby Cinema,,
Rubi Cinema,,
Ruby Cinema,,
Ruby Turn,,
Ruby cinema,,
Rustam Goth,24.9729547,66.9924269
S.I.T.E,24.9373755,67.0524375
S.I.T.E Police Station,,
S.M college,24.9189681,67.0849428
S.M.C.H.S,,
SASSI Hospital,,
SESSI Hospital,24.8338742,67.2257119
SITE,24.9424413,67.1403632
Sa,24.8546842,67.0207055
Saadi Town,24.9676249,67.1721202
Saba Akhtar Road,,
Saba Cinema,24.9867486,67.0857887
Saba cinema,24.9867486,67.0857887
Sabil Wali Masjid,,
Sabilwala Mosque,,
Sabilwali Masjid,,
Sabzi MAndi,24.9983758,67.1577804
Sabzi Mandi,24.9983758,67.1577804
Sabzi mandi,24.9983758,67.1577804
Sachal Goth,24.9506569,67.1288595
Sadar,24.8605712,67.0317406
Saddar,24.8605712,67.0317406
Saddi Garden Scheme No. 33,,
Saddi Town,,
Saeed Abad,24.9360598,67.0267321
Saeed Manzil,24.840312,67.0177218
Saeedabad,24.879299,66.999896
Saeedabad Sector 4,24.9115144,66.968816
Safari Park,24.9205008,67.1114464
Safoora Goth,24.9392946,67.1561264
Safoora goth,24.9392946,67.1561264
Safora Goth,24.9165236,67.1338892
Safura Goth,,
Safuran Goth,,
Saghir Centre,24.9362457,67.0848215
Saghirabad,,
Sahafi Colony,,
Saifee Technology College,,
Sailani Colony,,
Sakhi Centre,24.8891611,66.9850134
Sakhi Hasan,24.9557798,67.0547588
Sakhi Hassan,,
Sakhi Hassan Nazimabad No. 7,,
Sakhi Hassan Road,24.8864274,67.0043453
Sakhi hasan,24.9588863,67.0544298
Sakhi hassan,24.9593018,67.056327
Saleem Centre,24.9785003,67.0669892
Saleh Mohammad Goth,,
Salim Centre,,
Samdani Hospital,24.9215799,67.0882897
Samdani hospital,24.9215244,67.0882142
Sangan Cinema,,
Sarwar Shaheed Road,24.8547586,67.0250043
Sarwar shaheed Road,24.8547586,67.0250043
Saudabad,24.9010045,67.2033252
Saudi Embassy,24.8167137,67.051722
Schon Chowrangi,,
School No. 3,24.9576626,67.1478033
School No. 4,24.8669261,67.0482146
Scout Colony,24.9428021,67.0988568
Sea View,24.7909724,67.0426313
Sector 1,25.0275481,67.4274299
Sector 10,25.0184221,67.178063
Sector 11-5,25.0719513,67.1687713
Sector 11-7,25.0719513,67.1687713
Sector 11-A,24.9825417,67.0605863
Sector 11-B,24.9743885,67.0607682
Sector 11-D,24.9809239,67.0741921
Sector 5-1,25.0719513,67.1687713
Sector 5-2,25.0719513,67.1687713
Sector 5-3,25.0719513,67.1687713
Sector 5-4,25.0719513,67.1687713
Sector 5-A,25.0153102,67.443592
Sector 5-B,25.0193877,67.4391512
Sector 5-B-1,24.8858373,66.9028537
Sector 5-B-4 New Karachi,24.977526,67.0890925
Sector 5-C,25.0209785,67.4480944
Sector 5-C-1,25.0719513,67.1687713
Sector 5-C-2,25.0719513,67.1687713
Sector 5-C-3,25.0719513,67.1687713
Sector 5-C/3,25.0719513,67.1687713
Sector 5-D,25.0719513,67.1687713
Sector 5-E nala,,
Sector 5-F,25.0719513,67.1687713
Sector 5-F Maidan New Karachi,,
Sector 5-K,25.0719513,67.1687713
Sector No 4,25.0719513,67.1687713
Sector No. 2 Majeed Colony,,
Security Printing Press,,
Sehrah Goth,,
Sessi Hospital,24.8338742,67.2257119
Sessi hospital,24.8338742,67.2257119
Seven Day Hospital,,
Shabnam Cinema,,
Shadman Town,24.961012,67.0501852
Shadman Town Qalandria Chowk,,
Shafi Goth,24.882999,67.0528171
Shafi Mour,,
Shafiq Mills,,
Shafiq Mour,,
Shah Bhittai Colony,,
Shah Faisal Colony,,
Shah Faisal Colony No. 3,24.8810955,67.145214
Shah Faisal Railway Station,,
Shah Waliullah Road,24.8635753,66.9891924
Shah faisal Colony,24.8810955,67.145214
Shaharh-e-Quaideen,,
Shahdibagh,,
Shaheed Complex,,
Shaheed millat Road,24.8875579,67.0503208
Shaheed-e- Millat Road,24.8819785,67.0613975
Shaheed-e-Milat Road,24.880024,67.0637244
